Customer Account,Customer Bank,Amount of Transfer,Offshore Transfer,Customer Account Age,Customer Nationality,Suspicious activity found in previous transactions,KYC Complied,Receivers Account,Receivers Bank,Frequency of transaction in last 30 days,Source country,Receiving country,Transaction Type,Average Transaction Amount,Transaction Amount Relative to Average,Is Laundering
EBBFCCA96,8,200619.24,1,10.87,UK,0,1,356925BE9,35,3.0,UK,USA,Wire,128966.07888888888,1.5444374362239612,1
28AD6F488,8,18440.23,1,6.02,India,0,1,9420E47C2,70,8.0,UK,UAE,ACH,18440.23,0.965877870837013,0
28AD6F488,8,42965.05,1,1.25,USA,0,0,FF1144E34,99,4.0,UK,USA,Credit Card,30702.64,1.4302027657575918,0
28AD6F488,8,128115.82,1,12.92,India,0,0,552FA92EB,56,2.0,UK,India,Wire,63173.700000000004,2.1069703569867304,1
28AD6F488,8,68529.14,1,15.18,UK,0,1,E636FEC43,45,7.0,UK,USA,Wire,64512.56,0.9963283082870332,0
A7D9C2231,8,82413.55,0,20.27,UK,0,1,45D035BFF,71,7.0,USA,USA,Wire,82413.55,1.0238630507582636,0
A7D9C2231,8,2071.72,1,26.2,UK,0,1,4DB2AF0C8,95,5.0,USA,India,Wire,42242.635,0.06770669058377846,1
A7D9C2231,8,34709.5,1,23.08,USA,0,0,C8670FC59,34,4.0,USA,Switzerland,ACH,39731.590000000004,0.9135963089546106,1
A7D9C2231,8,16837.44,1,16.1,Canada,1,0,4CEDD1D88,41,8.0,USA,Canada,Credit Card,34008.0525,0.4394395655332829,1
A7D9C2231,8,491.34,0,9.44,UK,0,1,867E7E957,72,5.0,USA,USA,Credit Card,27304.71,-0.008954009115634255,0
A7D9C2231,8,70253.7,1,17.29,India,0,1,B5C382FCC,88,8.0,USA,UK,ACH,34462.875,2.0232035378849402,0
957FEED78,8,6673.72,1,8.57,UK,0,0,7047A1B85,6,3.0,USA,UK,Bitcoin,6673.72,0.9307567130642105,1
957FEED78,8,2083216.48,0,26.19,UK,0,1,F9F3A0CEA,18,6.0,USA,USA,Credit Card,1044945.1,2.0839611654890984,0
957FEED78,8,35663.66,0,8.77,USA,0,0,F48B0CDF1,49,8.0,USA,USA,Reinvestment,708517.9533333333,0.049752679153293844,0
636DCC983,8,5247.37,1,26.04,UK,0,1,95107887F,24,8.0,Canada,USA,Wire,5247.37,0.9978652970944061,0
636DCC983,8,12846.61,1,1.36,USA,0,1,84F544DD5,61,3.0,Canada,India,ACH,9046.99,1.395526296567108,0
636DCC983,8,38377.12,1,25.77,UAE,0,1,07CE9999E,89,4.0,Canada,USA,Wire,18823.7,2.110289216575291,0
636DCC983,8,135562.88,1,25.08,UK,0,0,31C269909,72,4.0,Canada,USA,Reinvestment,48008.495,2.881912142164984,1
636DCC983,8,41865.69,0,12.34,UK,0,1,3D983CF86,38,4.0,Canada,Canada,ACH,46779.934,0.9184551522888241,0
636DCC983,8,309889.3,0,20.32,USA,0,1,02CBD4CF0,52,1.0,Canada,Canada,Wire,90631.495,3.347650031237608,0
B31350A97,8,89025.61,1,12.29,USA,0,1,D37BDD5B7,96,7.0,UK,USA,ACH,89025.61,1.0293628044985683,0
B31350A97,8,51345.86,0,8.89,UK,0,0,55CE23FD7,13,6.0,UK,UK,Wire,70185.735,0.7281061785829251,1
4FF1B4EF5,8,12639.85,0,14.7,Switzerland,0,1,567483923,71,4.0,USA,USA,Wire,12639.85,1.095882944042458,0
4FF1B4EF5,8,10417.61,0,14.21,UK,0,1,37B6E7E8C,27,7.0,USA,USA,Credit Card,11528.73,0.9909866497108972,0
4FF1B4EF5,8,63007.28,1,27.38,UK,0,1,949A853D6,8,7.0,USA,UK,ACH,28688.246666666662,2.231399045207047,0
4FF1B4EF5,8,61023.04,0,3.15,USA,0,0,B1BCE27F0,7,2.0,USA,USA,Credit Card,36771.945,1.653341382272244,1
4FF1B4EF5,8,23990.68,1,24.66,USA,0,1,A7C64D118,26,4.0,USA,UK,Credit Card,34215.691999999995,0.6652181643506972,0
4FF1B4EF5,8,20602.48,1,16.11,USA,0,1,AEC72D237,92,4.0,USA,UK,ACH,31946.823333333334,0.7388850114923562,0
4FF1B4EF5,8,15476.66,0,8.72,USA,0,0,E18F97342,58,4.0,USA,USA,ACH,29593.942857142858,0.4388504511951125,0
4FF1B4EF5,8,8442.94,0,5.0,USA,0,1,DF23559AC,52,4.0,USA,USA,ACH,26950.0675,0.34763214929765957,0
6C4A57B49,8,117745.06,1,21.4,USA,0,1,3B7D0A8E4,27,6.0,India,USA,Wire,117745.06,0.9302355930524356,0
6C4A57B49,8,38628.87,1,16.5,USA,0,0,B9B3CA8EB,66,3.0,India,UK,Wire,78186.965,0.42004976480733314,1
6C4A57B49,8,96384.3,1,18.24,UK,0,1,FA567F2D3,36,6.0,India,UK,ACH,84252.74333333333,1.1879862622967365,0
6C4A57B49,8,9415.08,1,22.45,USA,0,0,17265AE74,28,5.0,India,USA,ACH,65543.3275,0.05844616800382456,1
50BE3A171,8,11156.32,1,11.19,USA,0,1,B8017DF8B,11,4.0,USA,India,Wire,11156.32,0.921914726717642,0
50BE3A171,8,6383.06,0,14.81,USA,0,1,8BA131469,85,9.0,USA,USA,ACH,8769.69,0.733901604378291,0
50BE3A171,8,654.89,1,9.75,UK,0,0,EFE83ED68,31,5.0,USA,India,ACH,6064.756666666667,0.07754836262020522,0
50BE3A171,8,164948.03,1,29.18,UK,0,1,EB6036E41,65,5.0,USA,Canada,Wire,45785.575,3.5977439652478735,1
50BE3A171,8,238022.81,1,29.87,USA,0,1,6759C32AC,65,4.0,USA,Switzerland,Wire,84233.022,2.827873554804449,0
50BE3A171,8,116078.69,0,27.17,India,0,0,316D7FB09,44,6.0,USA,USA,Reinvestment,89540.63333333335,1.2768406315374086,1
50BE3A171,8,34751.23,1,25.52,UK,0,1,1091F9591,12,6.0,USA,UK,ACH,81713.57571428572,0.5149765539316825,0
BC32C1AFD,8,3813.27,0,28.91,India,0,1,7A0278764,31,6.0,UK,UK,Wire,3813.27,0.9555265683378037,0
BC32C1AFD,8,162587.2,1,6.21,UAE,0,1,9F5850B43,43,7.0,UK,India,Credit Card,83200.235,1.8597801479201925,0
BC32C1AFD,8,11728.47,1,23.77,Canada,0,0,834A90C7A,46,2.0,UK,USA,Wire,59376.31333333333,0.10846152713239625,1
E8A1FA850,8,118314.06,1,6.06,UK,0,1,C07A7D1AD,100,6.0,UK,Canada,Wire,118314.06,0.9585813333248785,1
E8A1FA850,8,25212.68,1,28.51,USA,0,1,F157265C6,76,6.0,UK,USA,Credit Card,71763.37,0.33879006228909925,0
E8A1FA850,8,49954.33,0,16.09,USA,0,1,A85B5950C,50,6.0,UK,UK,Credit Card,64493.69,0.8503743956383768,0
E8A1FA850,8,20221.45,1,22.62,Canada,0,1,95738DF5C,52,6.0,UK,India,Wire,53425.630000000005,0.2994297882620145,0
E8A1FA850,8,9805.7,1,3.59,UK,0,0,2AB014089,32,10.0,UK,USA,Credit Card,44701.64400000001,0.2052320287819066,0
E8A1FA850,8,2318.33,1,17.56,USA,1,0,C7BF7F874,8,2.0,UK,USA,Wire,37637.75833333334,-0.0015702999203346946,1
E8A1FA850,8,1833.29,1,21.44,USA,1,1,25D95EECA,2,2.0,UK,Canada,Wire,32522.83428571429,-0.034512538455660595,0
E8A1FA850,8,37602.62,1,19.65,USA,0,1,D0E353E6B,29,3.0,UK,India,Wire,33157.8075,1.1359274553778507,0
E8A1FA850,8,31170.78,1,25.2,USA,0,1,BE1674B31,92,5.0,UK,USA,ACH,32937.026666666665,1.007174089996015,0
E8A1FA850,8,580.71,0,10.76,Canada,0,0,6C9D833A8,97,5.0,UK,UK,Wire,29701.395,0.01614656690664782,1
2D3F6AEB3,8,70960.2,1,6.68,USA,0,1,F45C24C60,60,5.0,India,USA,Wire,70960.2,0.9464785744414124,0
2D3F6AEB3,8,35531.54,1,3.83,UK,0,1,E1AA67065,22,5.0,India,Canada,ACH,53245.869999999995,0.6164943420564629,0
2D3F6AEB3,8,2774.56,1,14.81,UK,0,0,B9BDAEA1E,10,4.0,India,USA,ACH,36422.1,0.05565653948550128,0
2D3F6AEB3,8,335596.28,1,6.39,UK,0,1,E38EEDE23,23,5.0,India,UK,Wire,111215.645,3.05300209233587,0
2D3F6AEB3,8,15164.65,1,9.89,India,1,1,9C911340A,82,9.0,India,USA,Bitcoin,92005.44600000001,0.10550929837190423,1
2D3F6AEB3,8,54939.63,1,20.96,USA,0,1,0E92D3E17,29,4.0,India,UK,ACH,85827.81000000001,0.5515299900179704,0
2D3F6AEB3,8,47777.61,1,20.57,UK,0,1,B69DAB1A2,75,5.0,India,UK,Credit Card,80392.06714285715,0.6024541071377736,1
9D89BE78B,8,4901.24,1,13.93,Canada,1,1,DC04166C6,49,6.0,UK,USA,Credit Card,4901.24,1.0748136538386517,1
9D89BE78B,8,1936.61,1,27.99,UK,0,0,39FEC2800,15,2.0,UK,India,Wire,3418.9249999999997,0.5210184726138608,0
9D89BE78B,8,37298.23,1,2.22,USA,0,1,99B745554,46,3.0,UK,USA,Wire,14712.026666666667,2.5480290565496686,0
9D89BE78B,8,8610.8,0,15.72,India,0,1,7AD7D2DD7,23,7.0,UK,UK,Wire,13186.720000000001,0.5687632819984451,0
9D89BE78B,8,5141.64,1,26.59,USA,0,1,E5C985CDA,62,3.0,UK,Canada,Credit Card,11577.704000000002,0.4650017815796452,1
9D89BE78B,8,124052.85,1,12.73,India,0,1,5CBF8C282,64,7.0,UK,India,ACH,30323.561666666665,4.1572782692442605,0
9D89BE78B,8,80718.2,1,9.11,USA,0,0,B9CC808A1,80,5.0,UK,India,ACH,37522.79571428571,2.0583821914249874,1
4D684D876,8,3268.57,1,10.94,USA,0,1,8083CCC4B,81,8.0,UK,UAE,ACH,3268.57,1.085527422983554,0
4D684D876,8,8924.18,1,8.83,USA,0,0,29198FF58,6,7.0,UK,UAE,Bitcoin,6096.375,1.4424496808982719,1
4D684D876,8,10627.25,1,1.74,India,0,1,468478FDB,77,6.0,UK,USA,ACH,7606.666666666667,1.3156463661294162,0
4D684D876,8,16795.23,1,15.28,USA,0,1,A27CE39F0,6,2.0,UK,USA,ACH,9903.807499999999,1.6793903131370547,0
4D684D876,8,18473.07,1,14.71,UK,0,1,0AB758CCE,78,6.0,UK,USA,ACH,11617.66,1.5094029723320008,0
F2C2D6747,9,23171.81,1,2.52,Canada,0,0,EB6D232B6,25,1.0,UK,USA,ACH,23171.81,1.040535168726949,0
F2C2D6747,9,7129.12,0,9.83,UAE,0,1,6575FA726,78,7.0,UK,UK,Reinvestment,15150.465,0.44966800633199033,0
F2C2D6747,9,47348.2,1,6.36,USA,0,0,45F32EAEC,58,5.0,UK,USA,ACH,25883.043333333335,1.9214961660093413,0
F2C2D6747,9,22772.38,1,29.13,Switzerland,0,1,078EAB46C,73,7.0,UK,Canada,ACH,25105.377500000002,0.8283980895588916,0
F2C2D6747,9,36309.69,1,5.15,USA,0,1,CD13BDE33,98,5.0,UK,Switzerland,Wire,27346.24,1.2665266488163605,0
F2C2D6747,9,42879.96,1,4.27,India,1,0,AC38DAD63,12,5.0,UK,USA,ACH,29935.193333333333,1.348187449603556,1
F2C2D6747,9,60036.31,1,10.15,India,0,1,DE82C0AA1,55,4.0,UK,USA,ACH,34235.352857142854,1.6803504610259465,0
A650E7032,9,6621.77,1,9.22,USA,0,0,2EB7A11F2,51,7.0,UK,USA,ACH,6621.77,1.0497213842157433,1
A650E7032,9,12453.13,1,14.42,UK,1,1,8A673E201,4,9.0,UK,USA,Credit Card,9537.45,1.3384875426522473,1
A650E7032,9,106575.27,1,8.53,USA,0,1,E2764E7DB,12,5.0,UK,USA,ACH,41883.39000000001,2.5956537614502944,0
A650E7032,9,10874.38,1,4.26,India,0,1,6CD85CB02,55,4.0,UK,USA,Credit Card,34131.137500000004,0.2849539254607105,0
A650E7032,9,8937.18,1,29.09,USA,0,0,E31A4D53B,57,6.0,UK,India,Wire,29092.346,0.2159601077565761,0
A650E7032,9,27203.07,0,23.98,USA,0,1,0B9AB6D53,44,3.0,UK,UK,ACH,28777.46666666667,1.0434124025749612,0
A650E7032,9,40163.45,1,8.89,UK,0,0,28A9A1489,100,4.0,UK,USA,Credit Card,30404.035714285714,1.286897026914395,0
A650E7032,9,7016.04,0,11.42,USA,0,0,909814190,1,5.0,UK,UK,Credit Card,27480.53625,0.34672808478151124,0
0C768514D,9,14221.09,0,16.93,UK,0,1,F7423FBB4,64,8.0,USA,USA,ACH,14221.09,0.9781390639480834,0
0C768514D,9,3310.69,0,9.46,Canada,0,1,2F9EB9361,2,3.0,USA,USA,Wire,8765.89,0.33125168270499206,0
0C768514D,9,366824.87,1,22.6,USA,0,1,5601DC39D,13,7.0,USA,Canada,Wire,128118.88333333335,2.7949440868763866,0
0C768514D,9,55113.68,1,1.42,UK,0,1,C73157485,92,6.0,USA,UK,ACH,109867.5825,0.5110983584448596,0
C46B16F96,9,71394.97,0,2.81,UK,0,0,3A8FC1AEC,50,5.0,India,India,Credit Card,71394.97,1.009020835541231,0
C46B16F96,9,24837.03,1,9.62,UK,0,0,14FDD86F7,13,3.0,India,UK,ACH,48116.0,0.5990279510826241,1
C46B16F96,9,4413.75,1,20.21,India,0,1,7596F6A02,78,4.0,India,USA,Credit Card,33548.583333333336,0.14119029846572828,0
C46B16F96,9,41139.48,1,15.15,Canada,0,1,1E2164570,95,2.0,India,USA,Bitcoin,35446.3075,1.0782990177764915,0
D6825825A,9,19008.37,1,21.58,Canada,0,1,8EAEA6CF2,72,8.0,UK,USA,Credit Card,19008.37,1.037374543868708,0
D6825825A,9,12141.88,0,21.41,USA,0,1,D59A85E3A,63,6.0,UK,UK,ACH,15575.125,0.7727553501003663,0
D6825825A,9,63298.13,1,6.74,UK,0,1,E3144AE04,37,4.0,UK,USA,ACH,31482.793333333335,2.0856226491330396,0
D6825825A,9,34631.04,0,8.74,India,0,1,83365F2C0,54,0.01,UK,UK,ACH,32269.855000000003,1.041616895798958,0
D6825825A,9,224058.49,1,3.2,UK,0,1,490981092,15,8.0,UK,USA,Wire,70627.58200000001,3.2592776288729297,1
D6825825A,9,12925.11,1,1.54,USA,0,1,9B41B0E21,100,5.0,UK,India,Wire,61010.503333333334,0.15280134327309605,0
D6825825A,9,26321.92,1,16.94,USA,1,1,5CDAE82B0,18,7.0,UK,USA,Bitcoin,56054.991428571426,0.3947252648473152,0
D6825825A,9,32727.84,1,26.17,India,0,1,C9960B8A3,39,3.0,UK,UAE,ACH,53139.0975,0.5494216507232971,0
D6825825A,9,34321.69,1,5.83,USA,1,1,471B53B26,55,5.0,UK,Canada,Wire,51048.27444444445,0.7232156964649955,0
D6825825A,9,9503.98,1,18.87,India,0,1,F0BEBD3A2,45,6.0,UK,UAE,Wire,46893.845,0.17597762192025174,0
07D7FFC31,9,153318.99,1,22.56,India,0,1,53F0C4B82,42,6.0,Canada,India,Credit Card,153318.99,0.9831599798154219,1
07D7FFC31,9,94506.0,1,27.62,USA,0,1,FF6760965,7,3.0,Canada,USA,ACH,123912.495,0.7346912872293577,0
07D7FFC31,9,24831.94,1,15.61,USA,0,1,D618DFB86,100,6.0,Canada,UK,ACH,90885.64333333333,0.36085289113841207,1
07D7FFC31,9,4876.84,1,26.12,India,0,0,E2D06DA41,19,8.0,Canada,UAE,Wire,69383.4425,0.024053601516307144,0
62F5256E6,9,66479.02,1,15.99,USA,0,1,0A519E7DF,60,3.0,UK,India,ACH,66479.02,1.0488365365459655,0
62F5256E6,9,3472.17,1,9.03,UK,0,1,A7D81C351,89,3.0,UK,USA,Wire,34975.595,0.061865895972743515,1
62F5256E6,9,5344.01,1,23.24,Canada,1,1,1E9724830,22,5.0,UK,USA,ACH,25098.399999999998,0.2101218065055413,0
62F5256E6,9,79014.46,0,5.12,UAE,0,1,9B06107A6,77,3.0,UK,UK,Wire,38577.415,2.1261517358176976,0
62F5256E6,9,131122.81,1,4.19,India,0,1,B9DAE09A8,44,2.0,UK,Canada,Wire,57086.49399999999,2.26056781509867,0
62F5256E6,9,65511.14,0,28.26,UK,0,1,418C06128,84,5.0,UK,UK,Credit Card,58490.60166666666,1.2037876629464843,0
62F5256E6,9,62489.27,1,13.33,USA,0,1,A7F88C6E7,83,5.0,UK,Canada,Credit Card,59061.840000000004,0.9888518541713784,0
62F5256E6,9,177646.88,1,14.24,UK,0,1,3F9CE0ADB,41,7.0,UK,USA,ACH,73884.97,2.428816184503757,0
562287764,9,20550.22,1,23.78,USA,0,0,4B05F7D1E,94,4.0,UK,USA,Reinvestment,20550.22,0.9753662880726489,0
562287764,9,3706.92,1,17.93,Canada,0,1,B4339149A,24,4.0,UK,USA,Wire,12128.57,0.3889993286363641,1
562287764,9,41152.51,1,14.18,UK,1,1,535F6FC6A,44,5.0,UK,USA,Credit Card,21803.216666666667,1.9380124904014717,1
562287764,9,8094.42,0,25.03,Canada,0,1,AE4511839,6,5.0,UK,UK,ACH,18376.0175,0.5317136029864297,1
843C3694C,9,41556.38,1,13.95,USA,0,0,6FFE8BB78,27,4.0,Canada,USA,Credit Card,41556.38,1.042506789692865,1
843C3694C,9,487879.7,1,12.94,USA,0,1,0D28E5976,35,4.0,Canada,India,ACH,264718.04,1.8787695026685622,0
843C3694C,9,33957.51,1,16.77,UK,1,0,55A1FA973,89,1.0,Canada,USA,ACH,187797.8633333333,0.14556532034579317,1
843C3694C,9,6001.98,1,3.61,USA,0,1,5E2D615CB,42,8.0,Canada,USA,ACH,142348.8925,-0.022914200955456918,0
843C3694C,9,233959.04,1,12.08,USA,0,0,6BECED196,100,7.0,Canada,UK,Wire,160670.922,1.3778791211613375,1
843C3694C,9,8010.0,1,6.91,USA,0,1,81BAA079E,11,3.0,Canada,USA,ACH,135227.435,0.038721304124433364,0
843C3694C,9,4655.05,1,29.26,India,0,0,DA1E122B0,88,4.0,Canada,UK,ACH,116574.23714285715,0.08177510815713214,1
0CF5D9B6F,9,3685.37,0,27.98,UK,0,1,0D94B179E,82,3.0,USA,USA,ACH,3685.37,0.9923155551358757,0
0CF5D9B6F,9,4770.55,1,25.9,USA,0,1,456345D51,52,2.0,USA,India,Credit Card,4227.96,1.0760221924353077,0
0CF5D9B6F,9,359359.9,0,22.47,UAE,0,1,7AAF129C2,35,7.0,USA,USA,ACH,122605.27333333333,2.8996595875207314,0
0CF5D9B6F,9,1002.15,1,22.77,India,0,0,C790186D6,87,3.0,USA,India,Credit Card,92204.49250000001,0.08064728013500748,0
0CF5D9B6F,9,45290.88,1,14.48,USA,0,1,3CCA6D6FA,9,4.0,USA,India,ACH,82821.77,0.5480052178776792,0
0CF5D9B6F,9,20534.34,1,18.4,UK,0,1,9FE2DD3BE,63,4.0,USA,UAE,ACH,72440.53166666668,0.18630410210320414,0
0CF5D9B6F,9,1572.87,0,14.9,USA,0,1,627537FDE,1,6.0,USA,USA,Wire,62316.58000000001,-0.05718539167150147,0
0CF5D9B6F,9,21285.27,1,19.94,USA,0,1,5FC25F6BF,26,4.0,USA,India,Wire,57187.66625000001,0.4572656867869186,0
0CF5D9B6F,9,654.06,0,17.5,USA,0,1,C47C9A826,12,5.0,USA,USA,ACH,50906.15444444445,-0.04351937428380813,0
B5BD8D339,9,8624.75,1,1.97,USA,0,1,CBF4FBA4B,13,6.0,UK,USA,Wire,8624.75,1.0228681900110117,0
B5BD8D339,9,197997.31,1,12.16,USA,0,0,7199D497B,74,4.0,UK,USA,ACH,103311.03,1.9827973579187648,0
B5BD8D339,9,10107.29,0,19.04,USA,0,0,B8C5554DB,70,4.0,UK,UK,ACH,72243.11666666667,0.13482607708539496,0
24DC13282,9,20790.9,1,20.27,USA,0,1,DF43E9DCD,16,1.0,UK,India,Wire,20790.9,0.9348961130213413,0
24DC13282,9,1092077.26,1,7.71,Canada,0,1,F1E2E0185,30,9.0,UK,India,Wire,556434.08,1.9295877282345535,1
24DC13282,9,6263.34,0,7.69,UK,0,1,5BE31B1F6,92,4.0,UK,UK,Wire,373043.8333333333,-0.043946906348142765,0
24DC13282,9,4187.78,1,17.23,UK,0,0,CB2A0DA21,39,1.0,UK,India,Credit Card,280829.82,0.09545456186558007,0
24DC13282,9,45386.63,1,15.94,USA,0,1,F1145B69C,35,9.0,UK,USA,ACH,233741.18199999997,0.16161036560089484,0
24DC13282,9,3763.88,1,24.93,USA,1,1,6567D3FB9,18,5.0,UK,USA,Credit Card,195411.63166666662,0.051414146905183054,1
24DC13282,9,120658.27,0,6.46,USA,0,0,81C92BFF8,90,2.0,UK,UK,Credit Card,184732.58,0.6653565093237722,1
24DC13282,9,10818.11,0,14.51,UAE,0,1,2C8A2699F,5,3.0,UK,UK,Credit Card,162993.27125,0.08474923425676756,0
24DC13282,9,16962.67,1,9.26,India,0,1,89CF03A06,14,3.0,UK,USA,Credit Card,146767.64888888889,0.15495091332814062,0
9D24C2705,9,2808.64,1,3.49,Canada,0,1,518B4CB5A,19,2.0,UK,USA,Reinvestment,2808.64,0.9062118290793856,0
9D24C2705,9,2911.42,1,23.87,UK,0,1,9933FD004,54,8.0,UK,Canada,Credit Card,2860.0299999999997,1.0426349262512042,0
9D24C2705,9,24498.27,0,5.58,UK,0,0,9C867E9D8,14,8.0,UK,UK,Reinvestment,10072.776666666667,2.3860198951250244,0
9D24C2705,9,7976.89,1,3.8,USA,0,1,E4FE10296,83,6.0,UK,USA,Wire,9548.805,0.785869130739332,0
9D24C2705,9,5766.82,0,13.27,UK,0,0,93CC5F48C,61,3.0,UK,UK,ACH,8792.408,0.67036090662875,0
9D24C2705,9,26512.11,0,15.0,UK,0,0,7C3C71A5C,15,6.0,UK,UK,ACH,11745.691666666666,2.3370506367083776,0
9D24C2705,9,18053.92,0,11.7,UK,0,0,489FF96FF,12,4.0,UK,UK,Wire,12646.867142857142,1.3752982291738698,0
9D24C2705,9,1418.49,0,12.23,UK,0,1,06FF7E728,9,1.0,UK,UK,Wire,11243.32,0.1769577975460214,0
9D24C2705,9,15842.39,1,2.46,Canada,0,1,2D36559B3,93,5.0,UK,USA,ACH,11754.327777777777,1.4400725846493052,0
9D24C2705,9,17655.05,1,14.53,India,0,1,FCD5042E1,15,5.0,UK,USA,ACH,12344.4,1.4737029577425984,0
7909B4C38,9,177397.44,1,26.69,USA,0,0,30710834E,17,2.0,UK,USA,ACH,177397.44,1.0126030327655091,0
7909B4C38,9,11457.69,0,27.51,UK,0,1,CEA31EF59,43,4.0,UK,UK,Credit Card,94427.565,0.1072847813780465,0
7358A340E,9,25345.73,1,26.62,USA,0,1,0AB3C8AB8,22,4.0,UK,USA,Credit Card,25345.73,0.9480095036363857,0
7358A340E,9,66452.9,0,26.55,UK,0,1,B5D5D68D9,3,7.0,UK,UK,Credit Card,45899.314999999995,1.4523737599773556,0
7358A340E,9,6664.3,1,15.1,USA,0,0,AD6AEE391,58,4.0,UK,USA,Wire,32820.97666666666,0.22450309830191914,1
7358A340E,9,72875.13,0,26.82,USA,0,1,290659773,31,2.0,UK,UK,Wire,42834.515,1.6466915109157605,0
97013B7E9,9,21208.25,0,26.42,UK,0,1,9B7160683,87,7.0,UK,UK,Credit Card,21208.25,0.9945886802205274,0
97013B7E9,9,40051.8,1,1.68,UK,0,1,73E7997F9,21,2.0,UK,Canada,ACH,30630.025,1.334702413399779,0
97013B7E9,9,6476.13,1,2.05,Canada,0,1,48F739A5D,56,5.0,UK,USA,Credit Card,22578.72666666667,0.27540913635897624,1
97013B7E9,9,2688.97,1,27.67,USA,0,0,BA6FCB1CF,57,3.0,UK,UAE,ACH,17606.287500000002,0.21706854278457613,0
97013B7E9,9,23214.75,0,13.57,India,0,0,4B8B86F27,75,2.0,UK,UK,ACH,18727.980000000003,1.1757716443439408,0
97013B7E9,9,1124.57,1,10.43,USA,0,1,54007584D,12,1.0,UK,USA,Credit Card,15794.078333333337,-0.019260055784675323,0
97013B7E9,9,47043.89,0,13.82,India,0,1,E7223EBA4,40,4.0,UK,UK,Credit Card,20258.337142857144,2.3271715838092404,0
97013B7E9,9,5188.13,1,2.56,USA,0,1,5C22D01C8,10,7.0,UK,India,Wire,18374.561250000002,0.3409043906825845,0
97013B7E9,9,105042.72,0,25.23,India,0,1,81360E78F,41,4.0,UK,UK,ACH,28004.35666666667,3.829223979285296,0
97013B7E9,9,117818.96,0,17.53,India,0,0,6269628E6,2,2.0,UK,UK,ACH,36985.817,3.2073680147583525,0
F7D6B313C,9,38072.74,1,18.83,USA,0,0,CCD79C565,40,7.0,USA,UK,Wire,38072.74,0.9997945451288364,1
F7D6B313C,9,10409.07,1,20.44,Canada,1,1,980DFB0D2,46,4.0,USA,India,Reinvestment,24240.905,0.4072534111882328,1
F7D6B313C,9,17439.99,1,1.47,USA,0,0,2B1C91B0D,75,6.0,USA,UK,Wire,21973.933333333334,0.836704766568273,0
F7D6B313C,9,377854.06,0,15.22,UK,0,1,E075E02D7,48,2.0,USA,USA,Wire,110943.965,3.322728125085913,0
F7D6B313C,9,2100.77,1,1.23,USA,0,1,0E13792D0,61,11.0,USA,UK,Reinvestment,89175.326,0.005971873611183131,0
F7D6B313C,9,24296.55,1,18.93,India,0,1,C6B2111C3,32,4.0,USA,India,Wire,78362.19666666667,0.24674236428929555,0
F7D6B313C,9,12247.59,1,23.14,India,0,0,17A433660,69,4.0,USA,India,Wire,68917.25285714286,0.15843746260007574,0
F7D6B313C,9,152544.43,0,26.13,Switzerland,1,1,A91628340,36,5.0,USA,USA,Wire,79370.65,1.8950194144316561,1
F7D6B313C,9,5588.51,0,29.72,Canada,0,1,4D53E9EFD,16,7.0,USA,USA,Wire,71172.63444444444,0.17794800811533093,0
F7D6B313C,9,138305.19,0,28.25,UK,0,1,58F103AE2,62,6.0,USA,USA,ACH,77885.88999999998,1.8313545121485897,0
46C941701,9,60668.76,1,10.7,UK,0,1,BEF0C9A43,22,6.0,USA,UK,ACH,60668.76,1.0327530013509394,0
46C941701,9,55349.8,0,9.38,UK,0,0,A7C1D5E9C,1,7.0,USA,USA,Wire,58009.28,0.9702990505884661,0
46C941701,9,30031.82,0,1.09,India,0,1,85BBE710E,33,6.0,USA,USA,ACH,48683.46,0.6137777583643486,0
46C941701,9,85531.56,0,21.68,UK,0,1,730624BA5,32,4.0,USA,USA,ACH,57895.485,1.5188111966256004,0
B5ACC29A4,9,31363.7,1,17.52,UK,0,1,E910BBB28,20,8.0,UK,USA,Wire,31363.7,0.9791106196768972,0
B5ACC29A4,9,12630.1,1,22.88,UK,0,1,25CE1CDCB,76,4.0,UK,Canada,ACH,21996.9,0.6553750780753381,0
B5ACC29A4,9,62847.13,1,15.15,UK,0,1,A271B6D62,25,3.0,UK,India,ACH,35613.64333333333,1.7742667003632226,0
B5ACC29A4,9,5641.0,0,28.41,USA,0,1,91363B6B2,92,11.0,UK,UK,Wire,28120.4825,0.13697344050332866,0
B5ACC29A4,9,10392.33,1,20.07,UK,0,0,10AB27D41,70,4.0,UK,USA,ACH,24574.852,0.41689364082437336,1
0E6BCF6EC,9,117263.07,1,22.89,UK,0,1,E879DBB00,76,2.0,USA,India,ACH,117263.07,1.0927765083901229,0
0E6BCF6EC,9,9804.41,1,23.97,UK,0,1,D8994D02B,65,2.0,USA,India,ACH,63533.740000000005,0.10989174407265559,0
0E6BCF6EC,9,4953.27,1,27.95,Canada,0,0,BFF0039FC,51,6.0,USA,Canada,ACH,44006.916666666664,0.1272387520841844,0
0E6BCF6EC,9,49020.44,0,24.72,India,0,0,9D33AD55D,34,2.0,USA,USA,ACH,45260.2975,1.0407239404607558,0
0E6BCF6EC,9,43213.36,1,10.66,India,1,0,7042D14B6,77,12.0,USA,Canada,ACH,44850.909999999996,0.9708129987170986,1
0E6BCF6EC,9,25096.83,1,21.07,India,0,1,DD9FEFC41,44,6.0,USA,UK,ACH,41558.56333333333,0.557880768396342,1
